OWNER,TABLE_NAME,COLUMN_NAME,COLUMN_DESC,DATA_TYPE,DATA_LENGTH,DATA_PRECISION,DATA_SCALE,NULLABLE,EXTERNAL_FLAG,PK_FLAG,REPORT_DESC,DEFAULT_VALUE,REC_DATE,REC_FUL_NAM,REC_STATUS
ACCELA,BPERMIT_DETAIL,B1_CLOSED_DATE,Date of closed service request,DATE,7,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,B1_CLOSED_DEPT,Closed department,VARCHAR2,100,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,B1_CLOSEDBY,User who closed the service request,VARCHAR2,50,NULL,NULL,Y,,,,,2008-02-29 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,B1_COMPLETE_BY,Completed by,VARCHAR2,50,NULL,NULL,Y,,,,,2007-03-28 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,B1_COMPLETE_DATE,Completed date,DATE,7,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,B1_COMPLETE_DEPT,Completed department,VARCHAR2,100,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,B1_COST_PER_UNIT,Actual cost per production unit.,NUMBER,22,15,2,Y,,,,,2007-09-11 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,B1_CREATED_BY,user ID from table G3STAFFS column GA_USER_ID,VARCHAR2,100,NULL,NULL,Y,,,,,2007-01-12 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,B1_CREATOR_DEPT,The creator's organization,VARCHAR2,100,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,B1_EST_COST_PER_UNIT,Estimated cost per production unit.,NUMBER,22,15,2,Y,,,,,2007-09-11 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,B1_EST_JOB_COST,Estimated total job cost.,NUMBER,22,15,2,Y,,,,,2007-09-11 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,B1_EST_PROD_UNITS,Estimated production unit quantity.,NUMBER,22,15,2,Y,,,,,2007-09-11 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,B1_ESTIMATED_DUE_DATE,Store the estimated completion date,DATE,7,NULL,NULL,Y,,,,,2007-06-27 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,B1_IN_POSSESSION_TIME,Store the application level in possession time of time tracking feature,NUMBER,22,15,2,Y,,,,,2007-06-27 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,B1_OVERALL_APPLICATION_TIME,Store the time from application level time tracking start date to the completion of the application,NUMBER,22,15,2,Y,,,,,2007-06-27 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,B1_PER_ID1,"First 5 characters of the Universal Tracking Number. The first two digits will be the Year and the other three characters are for permit type code. For example, ""01BLD"" or ""01FIR"" or ""01200"".",VARCHAR2,5,NULL,NULL,N,,BPERMIT_DETAIL_PK,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,B1_PER_ID2,"Middle 5 characters of the Universal Tracking Number, which could be used for the supplement permit number",VARCHAR2,5,NULL,NULL,N,,BPERMIT_DETAIL_PK,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,B1_PER_ID3,"Last 5 characters of the Universal Tracking Number, which is a sequential number for a type of permit",VARCHAR2,5,NULL,NULL,N,,BPERMIT_DETAIL_PK,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,B1_PRIORITY,Priority of service request,VARCHAR2,30,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,B1_PROD_UNIT_TYPE,The unit type of production,VARCHAR2,10,NULL,NULL,Y,,,,,2007-09-11 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,B1_REPORTED_CHANNEL,User who reported the service request,VARCHAR2,30,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,B1_SCHEDULED_DATE,Scheduled Date,DATE,7,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,B1_SEVERITY,Severity of service request,VARCHAR2,30,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,B1_SHORT_NOTES,Short notes,VARCHAR2,255,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,B1_TRACK_START_DATE,Store the application level time tracking start date,DATE,7,NULL,NULL,Y,,,,,2007-06-27 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,B1_VAL_EXTRA_AMT,total valuation extra amount,NUMBER,22,15,2,Y,,,,,2009-11-06 00:00:00.000,AA7.0,A
ACCELA,BPERMIT_DETAIL,B1_VAL_MULTIPLIER,total valuation modifier,NUMBER,22,10,4,Y,,,,,2009-11-06 00:00:00.000,AA7.0,A
ACCELA,BPERMIT_DETAIL,BALANCE,Balance,NUMBER,22,15,2,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,BALANCE_DATE,Application balance date,DATE,7,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,BUILDING_COUNT,Number of buildings,NUMBER,22,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,C6_ANONYMOUS_FLAG,Cap Detail anonymousFlag attribute,VARCHAR2,1,NULL,NULL,Y,,,,,2007-09-11 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,C6_APPEARANCE_DAYOFWEEK,Cap Detail appearanceDayofweek attribute,VARCHAR2,10,NULL,NULL,Y,,,,,2007-09-11 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,C6_APPEARANCE_DD,Cap Detail appearanceDD attribute,DATE,7,NULL,NULL,Y,,,,,2007-09-11 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,C6_BOOKING_FLAG,Cap Detail bookingFlag attribute,VARCHAR2,1,NULL,NULL,Y,,,,,2007-09-11 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,C6_DFNDT_SIGNATURE_FLAG,Cap Detail dfndtSignatureFlag attribute,VARCHAR2,1,NULL,NULL,Y,,,,,2007-09-11 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,C6_ENFORCE_DEPT,Enforcement Office Department,VARCHAR2,100,NULL,NULL,Y,,,,,2007-09-11 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,C6_ENFORCE_OFFICER_ID,Cap Detail enforceOfficerId attribute,VARCHAR2,12,NULL,NULL,Y,,,,,2007-09-11 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,C6_ENFORCE_OFFICER_NAME,Cap Detail enforceOfficerName attribute,VARCHAR2,70,NULL,NULL,Y,,,,,2007-09-11 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,C6_INFRACTION_FLAG,Cap Detail infractionFlag attribute,VARCHAR2,1,NULL,NULL,Y,,,,,2007-09-11 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,C6_INSPECTOR_DEPT,Inspector Department,VARCHAR2,100,NULL,NULL,Y,,,,,2007-09-11 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,C6_INSPECTOR_ID,Cap Detail inspectorId attribute,VARCHAR2,12,NULL,NULL,Y,,,,,2007-09-11 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,C6_INSPECTOR_NAME,Cap Detail inspectorName attribute,VARCHAR2,70,NULL,NULL,Y,,,,,2007-09-11 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,C6_MISDEMEANOR_FLAG,Cap Detail misdemeanorFlag attribute,VARCHAR2,1,NULL,NULL,Y,,,,,2007-09-11 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,C6_OFFN_WITNESSED_FLAG,Cap Detail offnWitnessedFlag attribute,VARCHAR2,1,NULL,NULL,Y,,,,,2007-09-11 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,C6_REFERENCE_TYPE,Cap Detail referenceType attribute,VARCHAR2,30,NULL,NULL,Y,,,,,2007-09-11 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,CONST_TYPE_CODE,US Census Bureau construction type code,VARCHAR2,4,NULL,NULL,Y,,,,,2007-03-28 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,DISPOSITION,Disposition,VARCHAR2,30,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,DISPOSITION_DATE,Application disposition date,DATE,7,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,FIRST_ISSUED_DATE,This field will be used to store the first issued date for license.,DATE,7,NULL,NULL,Y,,,,,2008-06-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,GA_AGENCY_CODE,Agency code,VARCHAR2,8,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,GA_BUREAU_CODE,Bureau code,VARCHAR2,8,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,GA_DIVISION_CODE,Division code,VARCHAR2,8,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,GA_FNAME,First name,VARCHAR2,70,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,GA_GROUP_CODE,Group code,VARCHAR2,8,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,GA_LNAME,Last name,VARCHAR2,70,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,GA_MNAME,Middle name,VARCHAR2,70,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,GA_OFFICE_CODE,Office code,VARCHAR2,8,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,GA_SECTION_CODE,Section code,VARCHAR2,8,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,GENERATED_BY_CLONING,It indicates whether this record is from cloned or not.,VARCHAR2,1,NULL,NULL,Y,,,,,2014-05-06 14:15:00.000,AA7.3.2,A
ACCELA,BPERMIT_DETAIL,GF_FEE_CODE,Save the Initiation Fee Schedule.,VARCHAR2,255,NULL,NULL,Y,,,,,2007-09-11 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,HOUSE_COUNT,Number of housing units,NUMBER,22,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,PERCENT_COMPLETE,Store the percent complete,NUMBER,22,5,2,Y,,,,,2005-08-08 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,PM_SCHEDULE_SEQ,PM Schedule Sequence,NUMBER,22,9,0,Y,,,,,2006-07-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,PRIMARY_TRUST_ACCOUNT_NUM,Primary Trust Account SEQ Number,NUMBER,22,12,0,Y,,,,,2011-03-16 00:00:00.000,AA7.1.0,A
ACCELA,BPERMIT_DETAIL,PUBLIC_OWNED,Public owned flag,VARCHAR2,1,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,REC_DATE,Initial data input time stamp,DATE,7,NULL,NULL,N,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,REC_FUL_NAM,Initial data input user name or user ID,VARCHAR2,70,NULL,NULL,N,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,REC_STATUS,"Record status, value ""A"" and ""I"". It is a hidden field for tracking soft deletes.",VARCHAR2,1,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,SERV_PROV_CODE,Service provider code,VARCHAR2,15,NULL,NULL,N,,BPERMIT_DETAIL_PK,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,TOTAL_FEE,Total fee for permit,NUMBER,22,15,2,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,TOTAL_JOB_COST,Total job cost,NUMBER,22,15,2,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,TOTAL_PAY,Total payment for permit,NUMBER,22,15,2,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BPERMIT_DETAIL,UNDISTRIBUTED_JOB_COST,Undistributed cost.,NUMBER,22,17,4,Y,,,,,2009-11-06 00:00:00.000,AA7.0,A
ACCELA,BPERMIT_DETAIL,URL,Url link for record detail.??,VARCHAR2,255,NULL,NULL,Y,,,,,2014-03-06 00:00:00.000,AA7.2.0,A
ACCELA,BWORKDES,B1_PER_ID1,"First 5 characters of the Universal Tracking Number. The first two digits will be the Year and the other three characters are for permit type code. For example, ""01BLD"" or ""01FIR"" or ""01200"".",VARCHAR2,5,NULL,NULL,N,,BWORKDES_PK,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BWORKDES,B1_PER_ID2,"Middle 5 characters of the Universal Tracking Number, which could be used for the supplement permit number",VARCHAR2,5,NULL,NULL,N,,BWORKDES_PK,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BWORKDES,B1_PER_ID3,"Last 5 characters of the Universal Tracking Number, which is a sequential number for a type of permit",VARCHAR2,5,NULL,NULL,N,,BWORKDES_PK,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BWORKDES,B1_WORK_DESC,Application Work Description,VARCHAR2,4000,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BWORKDES,REC_DATE,Initial data input time stamp,DATE,7,NULL,NULL,N,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BWORKDES,REC_FUL_NAM,Initial data input user name or user ID,VARCHAR2,70,NULL,NULL,N,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BWORKDES,REC_STATUS,"Record status, value ""A"" and ""I"". It is a hidden field for tracking soft deletes.",VARCHAR2,1,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,BWORKDES,SERV_PROV_CODE,Service provider code,VARCHAR2,15,NULL,NULL,N,,BWORKDES_PK,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,B1_PER_ID1,"First 5 characters of the Universal Tracking Number. The first two digits will be the Year and the other three characters are for permit type code. For example, ""01BLD"" or ""01FIR"" or ""01200"".",VARCHAR2,5,NULL,NULL,N,,F4FEEITEM_PK,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,B1_PER_ID2,"Middle 5 characters of the Universal Tracking Number, which could be used for the supplement permit number",VARCHAR2,5,NULL,NULL,N,,F4FEEITEM_PK,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,B1_PER_ID3,"Last 5 characters of the Universal Tracking Number, which is a sequential number for a type of permit",VARCHAR2,5,NULL,NULL,N,,F4FEEITEM_PK,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,F4FEEITEM_UDF1,User defined field (no longer used),VARCHAR2,30,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,F4FEEITEM_UDF2,User defined field (no longer used),VARCHAR2,30,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,F4FEEITEM_UDF3,User defined field (no longer used),VARCHAR2,30,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,F4FEEITEM_UDF4,User defined field (no longer used),VARCHAR2,30,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,FEE_NOTES,Fee Item Note,VARCHAR2,4000,NULL,NULL,Y,,,,,2007-01-12 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,FEE_SCHEDULE_VERSION,Fee Schedule Name,VARCHAR2,255,NULL,NULL,Y,,,,,2007-09-11 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,FEEITEM_SEQ_NBR,Oracle generate sequence number,NUMBER,22,NULL,NULL,N,,F4FEEITEM_PK,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,GF_AUTO_ASSESS_FLAG,a flag of auto assess,VARCHAR2,1,NULL,NULL,Y,,,,,2006-07-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,GF_AUTO_INVOICED_FLAG,A flag to indicate if the fee item could be automatically invoiced ,VARCHAR2,1,NULL,NULL,Y,,,,,2005-05-24 00:00:00.000,,A
ACCELA,F4FEEITEM,GF_CAL_PROC,not use,VARCHAR2,30,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,GF_CALC_ID,Fee calculation ID. RFEE_CALC.FEE_CALC_ID,VARCHAR2,15,NULL,NULL,Y,,,,,2006-07-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,GF_CALCULATED_FLAG,A flag to indicate if the fee amount is based on fee calculation.,VARCHAR2,1,NULL,NULL,Y,,,,,2006-07-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,GF_COD,Fee code that uniquely identify each fee item,VARCHAR2,15,NULL,NULL,N,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,GF_DES,fee item description,VARCHAR2,100,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,GF_DISPLAY,Display order,VARCHAR2,10,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,GF_DISPLAY_ORDER,For display order on daily side. And the original field GF_DISPLAY is for calculation,NUMBER,22,10,0,Y,,,,,2007-06-27 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,GF_FEE,Calculated amount for an fee item,NUMBER,22,15,2,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,GF_FEE_ALLOCATION_TYPE,The fee allocation type to each account code.,VARCHAR2,30,NULL,NULL,Y,,,,,2013-03-08 00:00:00.000,AA7.2.0,A
ACCELA,F4FEEITEM,GF_FEE_APPLY_DATE,fee item apply date,DATE,7,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,GF_FEE_CALC_FLAG,indicate whether the fee item need to be recalculated or not,VARCHAR2,1,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,GF_FEE_EFFECT_DATE,Fee item effective date,DATE,7,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,GF_FEE_EXPIRE_DATE,Fee item expiration date,DATE,7,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,GF_FEE_PERIOD,fee period / Payment Period,VARCHAR2,15,NULL,NULL,N,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,GF_FEE_SCHEDULE,"Fee schedule, the value come from rfeeitem.r1_fee_code",VARCHAR2,255,NULL,NULL,Y,,,,,2007-09-11 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,GF_FORMULA,AA defined fee formula,VARCHAR2,4000,NULL,NULL,Y,,,,,2006-10-11 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,GF_ITEM_STATUS_FLAG,"Fee item status (""Invoiced"", ""New"", ""Void""..)",VARCHAR2,30,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,GF_L1,"Standard Fee Item Account (Object) Code 1,2,3 are the chart of account code for account",VARCHAR2,200,NULL,NULL,Y,,,,,2013-06-24 00:00:00.000,AA7.2.0,A
ACCELA,F4FEEITEM,GF_L1_ALLOCATION,Allocation proportion or amount of account code 1.,NUMBER,22,18,4,Y,,,,,2013-03-08 00:00:00.000,AA7.2.0,A
ACCELA,F4FEEITEM,GF_L2,"Standard Fee Item Account (Object) Code 1,2,3 are the chart of account code for account",VARCHAR2,200,NULL,NULL,Y,,,,,2013-06-24 00:00:00.000,AA7.2.0,A
ACCELA,F4FEEITEM,GF_L2_ALLOCATION,Allocation proportion or amount of account code 2.,NUMBER,22,18,4,Y,,,,,2013-03-08 00:00:00.000,AA7.2.0,A
ACCELA,F4FEEITEM,GF_L3,"Standard Fee Item Account (Object) Code 1,2,3 are the chart of account code for account",VARCHAR2,200,NULL,NULL,Y,,,,,2013-06-24 00:00:00.000,AA7.2.0,A
ACCELA,F4FEEITEM,GF_L3_ALLOCATION,Allocation proportion or amount of account code 3.,NUMBER,22,18,4,Y,,,,,2013-03-08 00:00:00.000,AA7.2.0,A
ACCELA,F4FEEITEM,GF_MAX_FEE,The maximum fee,NUMBER,22,15,2,Y,,,,,2006-07-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,GF_MIN_FEE,The minimum fee,NUMBER,22,15,2,Y,,,,,2006-07-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,GF_NEGATIVE_FEE_FLAG,"The negative fee flag for fee item. If this flag is set to ""Y"", a net fee item won't be added when the net fee amount is negative for recalculation.",VARCHAR2,1,NULL,NULL,Y,,,,,2007-01-12 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,GF_NET_FEE_FLAG,"The net fee flag for fee item. If this flag is set to ""Y"", a new fee item will be added when the amount is changed for recalculation.",VARCHAR2,1,NULL,NULL,Y,,,,,2007-01-12 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,GF_PRIORITY,The field saves the priority of fee item,NUMBER,22,3,0,Y,,,,,2008-02-29 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,GF_SUB_GROUP,sub-group code use for calculate a total of group fee items,VARCHAR2,40,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,GF_UDES,fee item unit description,VARCHAR2,10,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,GF_UNIT,Fee item unit,NUMBER,22,30,10,Y,,,,,2005-04-05 00:00:00.000,AA7.3.0,A
ACCELA,F4FEEITEM,PARENT_FEEITEM_SEQ,The parent fee item seq number,NUMBER,22,NULL,NULL,Y,,,,,2007-01-12 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,POS_TRANS_SEQ,POS Transaction Sequence Number,NUMBER,22,9,0,Y,,,,,2006-07-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,REC_DATE,Initial data input time stamp,DATE,7,NULL,NULL,N,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,REC_FUL_NAM,Initial data input user name or user ID,VARCHAR2,70,NULL,NULL,N,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,REC_STATUS,"Record status, value ""A"" and ""I"". It is a hidden field for tracking soft deletes.",VARCHAR2,1,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4FEEITEM,SERV_PROV_CODE,Service provider code,VARCHAR2,15,NULL,NULL,N,,F4FEEITEM_PK,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,ACCT_ID,trust account ID,VARCHAR2,15,NULL,NULL,Y,,,,,2005-11-14 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,AMOUNT_NOTALLOCATED,Payment amount not been allocated,NUMBER,22,15,2,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,B1_PER_ID1,"First 5 characters of the Universal Tracking Number. The first two digits will be the Year and the other three characters are for permit type code. For example, ""01BLD"" or ""01FIR"" or ""01200"".",VARCHAR2,5,NULL,NULL,N,,F4PAYMENT_PK,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,B1_PER_ID2,"Middle 5 characters of the Universal Tracking Number, which could be used for the supplement permit number",VARCHAR2,5,NULL,NULL,N,,F4PAYMENT_PK,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,B1_PER_ID3,"Last 5 characters of the Universal Tracking Number, which is a sequential number for a type of permit",VARCHAR2,5,NULL,NULL,N,,F4PAYMENT_PK,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,BANK_NAME,Bank Name,VARCHAR2,80,NULL,NULL,Y,,,,,2011-03-16 00:00:00.000,AA7.1.0,A
ACCELA,F4PAYMENT,BATCH_TRANSACTION_NBR,"Batch transaction number, generated by credit card",NUMBER,22,20,0,Y,,,,,2006-12-20 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,CASHIER_ID,Cashier ID,VARCHAR2,70,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,CC_AUTH_CODE,The CC Auth Code information,VARCHAR2,30,NULL,NULL,Y,,,,,2007-06-27 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,CC_TYPE,"Credit card type (""Visa"", ""Master""..)",VARCHAR2,30,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,CHANGE_DUE,The change due's amount.,NUMBER,22,15,2,Y,,,,,2005-11-29 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,CHECK_HOLDER_EMAIL,Check Holder's Email,VARCHAR2,80,NULL,NULL,Y,,,,,2011-03-16 00:00:00.000,AA7.1.0,A
ACCELA,F4PAYMENT,CHECK_HOLDER_NAME,Check Holder's Name,VARCHAR2,255,NULL,NULL,Y,,,,,2011-03-16 00:00:00.000,AA7.1.0,A
ACCELA,F4PAYMENT,CHECK_NUMBER,Check Number,VARCHAR2,30,NULL,NULL,Y,,,,,2011-03-16 00:00:00.000,AA7.1.0,A
ACCELA,F4PAYMENT,CHECK_TYPE,Check Type,VARCHAR2,100,NULL,NULL,Y,,,,,2011-03-16 00:00:00.000,AA7.1.0,A
ACCELA,F4PAYMENT,CITY,City,VARCHAR2,30,NULL,NULL,Y,,,,,2011-03-16 00:00:00.000,AA7.1.0,A
ACCELA,F4PAYMENT,COUNTRY,Country/Region,VARCHAR2,30,NULL,NULL,Y,,,,,2011-03-16 00:00:00.000,AA7.1.0,A
ACCELA,F4PAYMENT,DRIVER_LICENSE,Driver's License,VARCHAR2,100,NULL,NULL,Y,,,,,2011-03-16 00:00:00.000,AA7.1.0,A
ACCELA,F4PAYMENT,F4PAYMENT_UDF1,User defined field (no longer used),VARCHAR2,30,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
ACCELA,F4PAYMENT,F4PAYMENT_UDF2,User defined field (no longer used),VARCHAR2,30,NULL,NULL,Y,,,,,2005-04-05 00:00:00.000,CHAN,A
